data_vaca;tbs;ur;tgn;tpo
11/05/16 11h59min7s;29.540;46.107;;17.093
11/05/16 12h14min7s;29.240;46.006;;16.786
11/05/16 12h29min7s;29.966;45.012;;17.102
11/05/16 12h44min7s;29.840;45.030;;16.995
11/05/16 12h59min7s;30.950;44.338;;17.755
11/05/16 01h14min7s;28.742;46.142;;16.379
11/05/16 01h29min7s;30.041;42.551;;16.286
11/05/16 01h44min7s;30.142;43.685;;16.790
11/05/16 01h59min7s;28.345;45.442;;15.780
11/05/16 02h14min7s;30.091;42.920;;16.467
11/05/16 02h29min7s;30.621;43.211;;17.051
11/05/16 02h44min7s;30.646;42.553;;16.831
11/05/16 02h59min7s;29.040;44.871;;16.214
11/05/16 03h14min7s;29.590;44.935;;16.734
11/05/16 03h29min7s;30.217;44.122;;17.015
11/05/16 03h44min7s;28.816;46.802;;16.668
11/05/16 03h59min7s;28.841;46.837;;16.703
11/05/16 04h14min7s;28.345;48.138;;16.677
11/05/16 04h29min7s;27.063;50.354;;16.199
11/05/16 04h44min7s;26.329;52.264;;16.096
11/05/16 04h59min7s;25.768;55.217;;16.419
11/05/16 05h14min7s;24.484;58.703;;16.151
11/05/16 05h29min7s;23.737;60.403;;15.879
11/05/16 05h44min7s;23.112;62.288;;15.751
11/05/16 05h59min7s;22.753;62.259;;15.404
11/05/16 06h14min7s;22.465;63.666;;15.465
11/05/16 06h29min7s;22.274;66.667;;15.969
11/05/16 06h44min7s;21.987;69.674;;16.350
11/05/16 06h59min7s;21.294;72.302;;16.230
11/05/16 07h14min7s;20.793;72.351;;15.757
11/05/16 07h29min7s;20.341;73.309;;15.512
11/05/16 07h44min7s;20.055;74.293;;15.430
11/05/16 07h59min7s;19.841;74.969;;15.354
11/05/16 08h14min7s;19.722;75.949;;15.426
11/05/16 08h29min7s;19.579;76.519;;15.396
11/05/16 08h44min7s;19.555;76.857;;15.436
11/05/16 08h59min7s;19.484;77.326;;15.455
11/05/16 09h14min7s;19.318;77.972;;15.413
11/05/16 09h29min7s;19.127;78.385;;15.303
11/05/16 09h44min7s;18.961;78.886;;15.232
11/05/16 09h59min7s;18.794;79.723;;15.221
11/05/16 10h14min7s;18.675;80.426;;15.230
11/05/16 10h29min7s;18.675;80.622;;15.265
11/05/16 10h44min7s;18.723;80.716;;15.328
11/05/16 10h59min7s;18.723;80.689;;15.323
11/05/16 11h14min7s;18.723;80.633;;15.313
11/05/16 11h29min7s;18.747;80.498;;15.313
11/05/16 11h44min7s;18.747;80.190;;15.258
11/05/16 11h59min7s;18.818;80.429;;15.370
11/06/16 12h14min7s;18.794;80.424;;15.346
11/06/16 12h29min7s;18.771;80.447;;15.327
11/06/16 12h44min7s;18.771;80.587;;15.352
11/06/16 12h59min7s;18.699;80.851;;15.329
11/06/16 01h14min7s;18.675;80.958;;15.324
11/06/16 01h29min7s;18.628;81.115;;15.305
11/06/16 01h44min7s;18.509;81.312;;15.223
11/06/16 01h59min7s;18.533;81.289;;15.243
11/06/16 02h14min7s;18.533;81.401;;15.262
11/06/16 02h29min7s;18.390;81.453;;15.132
11/06/16 02h44min7s;18.438;81.631;;15.209
11/06/16 02h59min7s;18.390;81.342;;15.112
11/06/16 03h14min7s;18.105;81.613;;14.880
11/06/16 03h29min7s;18.010;82.036;;14.860
11/06/16 03h44min7s;18.081;82.163;;14.952
11/06/16 03h59min7s;17.962;82.164;;14.835
11/06/16 04h14min7s;17.915;82.265;;14.806
11/06/16 04h29min7s;17.962;82.331;;14.864
11/06/16 04h44min7s;17.938;82.298;;14.835
11/06/16 04h59min7s;17.701;82.190;;14.583
11/06/16 05h14min7s;17.653;82.373;;14.568
11/06/16 05h29min7s;17.772;82.482;;14.703
11/06/16 05h44min7s;18.105;82.556;;15.043
11/06/16 05h59min7s;18.485;81.975;;15.316
11/06/16 06h14min7s;19.080;81.660;;15.843
11/06/16 06h29min7s;20.317;77.497;;16.298
11/06/16 06h44min7s;21.079;74.986;;16.558
11/06/16 06h59min7s;21.581;72.823;;16.612
11/06/16 07h14min7s;21.533;71.382;;16.272
11/06/16 07h29min7s;21.223;71.850;;16.069
11/06/16 07h44min7s;21.533;71.236;;16.241
11/06/16 07h59min7s;22.705;68.263;;16.734
11/06/16 08h14min7s;23.521;65.323;;16.854
11/06/16 08h29min7s;24.122;65.517;;17.472
11/06/16 08h44min7s;24.243;62.778;;16.940
11/06/16 08h59min7s;25.016;61.834;;17.442
11/06/16 09h14min7s;25.890;57.800;;17.233
11/06/16 09h29min7s;26.012;58.627;;17.566
11/06/16 09h44min7s;26.867;55.376;;17.486
11/06/16 09h59min7s;27.751;55.535;;18.355
11/06/16 10h14min7s;28.444;50.761;;17.596
11/06/16 10h29min7s;28.023;52.177;;17.637
11/06/16 10h44min7s;27.875;54.034;;18.044
11/06/16 10h59min7s;27.998;51.055;;17.275
11/06/16 11h14min7s;28.394;49.404;;17.127
11/06/16 11h29min7s;29.565;48.648;;17.959
11/06/16 11h44min7s;28.742;48.770;;17.244
;41.972;83.478;49.140;20.951
;16.606;25.197;16.320;13.557
